,pr,er,CPI,ltir
2026,0.7707547343929858,0.9556416419192525,4.723294235596167,1.0950121334478753
2027,1.9166614249387774,0.9348162585674096,4.762607533672144,2.0136478622116996
2028,2.5417352871070285,0.9291536244920108,4.190135434554525,2.4900375286295113
2029,2.8852376006557936,0.9291040814153295,3.5719559892906516,2.7349312295542454
2030,3.0700619783370477,0.9302804790970592,3.118053909498493,2.8636793586085996
2031,3.136945715086643,0.9298593411867946,2.9332193067254697,3.010521851147586
2032,2.703450772998454,0.9308365975385156,2.582223778584239,3.1173719414410663
2033,2.559006204101439,0.9308441247772342,2.3539390655214976,3.2555867711969366
2034,3.006633504019754,0.9270511355756621,2.6181880446989316,3.3789896647157454
2035,3.5190947087941415,0.9222648280464072,2.964658820488483,3.4487982675257163
2036,3.6493128297442534,0.9179164450881944,2.9035950838969837,3.4759849396335243
2037,3.6380332010170444,0.9149828380970007,2.7021837625550464,3.5010412923241065
2038,3.637686624387857,0.912731141853428,2.6289792937775607,3.5253864988333663
2039,3.6719779957028376,0.9104286256196438,2.6122676896939048,3.5459505523749018
2040,3.731192285452869,0.9086446809069959,2.628088825354167,3.5601046976623563
2041,3.7970656903859017,0.9072533308603503,2.644671649422437,3.563864626915032
2042,3.84146891474478,0.9067413420422343,2.6317446680812915,3.561579193341081
2043,3.86033385968404,0.9068229538914401,2.5882565840676057,3.555379872946914
2044,3.8636361403519275,0.9073588369400387,2.541475558731183,3.5487086440494875
2045,3.857730193963669,0.9080462759485958,2.5015836785861496,3.540741035533962
2046,3.8749655194149346,0.909025500966357,2.501069768597165,3.5339578701501067
2047,3.8800266608239515,0.9103547422524394,2.494810459430692,3.5246886859604016
2048,3.8690913468285304,0.911672180035368,2.4617231433710645,3.5159933319279517
2049,3.8388166903207406,0.9132270625980222,2.417860415746972,3.5096084206337155
2050,3.8043458877759404,0.9146732572858393,2.370121725905748,3.50638922014908
